assertion_id,assertion_target_id,assertion_target_type,assertion_parent_assertion_id,assertion_type,assertion_made_date,assertion_effective_date,assertion_value,assertion_value_numeric,assertion_unit,assertion_by_agent_name,assertion_by_agent_id,assertion_protocol,assertion_protocol_id,assertion_remarks
2527f962-452e-e86f-b622-516b872c6173,db27db17-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,29-36mm SL,,,,,,,
e98c23c2-e956-c1e5-19ca-8314a897c482,dcbe6105-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,40mm SL,,,,,,,
461fa4ad-bdd1-d7f2-17ff-4ea5aad9b011,dc943051-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,20-41mm SL,,,,,,,
75113a40-62b8-888c-8496-437b6dfb4039,dcc1aee1-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,23mm SL,,,,,,,
39386e9c-11f5-5c36-f67c-eef5e99bc677,dc9d6a1a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,118-155mm SL,,,,,,,
6cc7a64c-4f83-4445-0658-b0d7a5a40960,db58de69-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,190mm SL,,,,,,,
5d4909bc-adf8-53c9-19ea-13a819d40558,db22a839-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,83mm SL,,,,,,,
3e19b545-f19c-9d71-e673-9e4d22d4d9d2,dcd866b9-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,16-28mm SL,,,,,,,
f571891f-2f27-481e-b7ab-bdcc3c91bc83,dcacc05c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,109mm SL,,,,,,,
0b3ee948-d5c2-07b1-f5a3-9b871d274b3c,db663495-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-59mm SL,,,,,,,
abc6e9f2-a4a1-2695-73c5-04c28339c259,db5632d0-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,42-70mm SL,,,,,,,
c78c652e-bd2e-4b18-499e-3444989f8d6c,db6b41a4-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,12-25mm SL,,,,,,,
dde3c8bf-e96e-5896-10f0-bf32269ebf9d,db3e5b50-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,23-30mm SL,,,,,,,
ec3b87f1-6ece-ec74-5b2d-d701ed9702c0,db471ef2-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,22-88mm SL,,,,,,,
eb649ee4-41fc-8fa9-e729-6d9102674d78,dccdba04-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,37-48mm SL,,,,,,,
58631b58-86d2-fd7c-3769-0f87768b62bc,dca7dfa2-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,51-69mm SL,,,,,,,
e2ccd375-4d76-80f5-0ec9-b7ff8b0989a3,db3201ff-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,33-38mm SL,,,,,,,
2c273ae6-4f51-34c9-d3b1-90100b50bf15,db7f81da-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,39-60mm SL,,,,,,,
bb425962-9f9b-dbe2-22cb-4f03dbe02313,dc9ab132-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,18-42mm SL,,,,,,,
ecb322a2-9d6d-9733-13bd-bce2a6b5d2e1,db2764c9-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,22mm SL,,,,,,,
bbd51f24-ba66-cc87-d649-b60af4a7b41d,db3296ce-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,15-61mm SL,,,,,,,
39f0e32f-ba3f-3eae-1c20-fe26e0c3551b,db4a6a27-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,64mm SL,,,,,,,
2f571636-18e4-5a03-8b4f-16aef1360051,dcb987b3-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,20-59mm SL,,,,,,,
5927e00f-0f85-6688-5ac6-103b2d03e941,dcc233b9-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,102mm SL,,,,,,,
c359472e-6c19-4944-6da7-a34bf8e3a470,dcd24237-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,43mm SL,,,,,,,
909b77e8-6e9f-f3e0-763e-015c9afa8317,db288767-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,19-42mm SL,,,,,,,
c2778faf-3767-3cd0-2dc6-973ea2e189fb,db2c146a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,38mm SL,,,,,,,
2741ef8a-fd5d-d27d-fd5a-6b9d7d08d06c,dc9ccb83-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,15-814mm SL,,,,,,,
35bd2da4-2008-f663-d22b-b14e5d36969f,dc9476ea-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,17-105mm SL,,,,,,,
7153bb16-7602-46a1-fd31-c0e7f68a52f0,dcd2a361-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,14-95mm SL,,,,,,,
a3ad8819-d6bb-c8f1-38be-5876a149e80d,db45d4bc-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,21-58mm SL,,,,,,,
fcacd6af-5c12-329e-badd-d0097df7fb54,dcb0878b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,30-46mm SL,,,,,,,
4ed13b17-aaf9-f178-c5c3-51f990e10272,db6544d4-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,25-52mm SL,,,,,,,
d9aab489-236e-51d4-a4bd-b41cc4403f17,dc9e2a30-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,20-55mm SL,,,,,,,
b506adc0-2097-1e29-3fd4-9fa8ab8c778f,db6594e0-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,28-51mm SL,,,,,,,
eafea1b6-96c5-c1ea-5e09-5bb6dda6ca00,db2a741a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,34-42mm SL,,,,,,,
52d17abf-9efa-843b-93da-7900c0fad31d,dcc7040e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,30-35mm SL,,,,,,,
67096afa-e95d-112b-793c-6a8ca57d814f,db1934c5-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,21-52mm SL,,,,,,,
5db93e1a-09ad-e220-4fbd-0159774b6c2e,dcc33f1f-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,30-92mm SL,,,,,,,
1252a936-b520-150e-884b-ce33c9efcd73,db882bde-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,30mm SL,,,,,,,
133e4207-3494-c6a2-5ac3-88163fa060c3,dcaf830c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,23-91mm SL,,,,,,,
d3fb3008-74c5-eb2c-e4d6-5a19378a5b7c,db4f1a21-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,40mm SL,,,,,,,
757f19eb-125c-0f11-fa6a-93c2cc00e2cf,db1c4842-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,17-41mm SL,,,,,,,
63fbeae7-b6ed-b5c2-cb80-83eeacc1b15e,dca7bd6f-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,72mm SL,,,,,,,
ebfa6226-3f1a-4cab-6076-37dcc6f5e58e,dcbff807-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,33-42mm SL,,,,,,,
a59da428-aa15-1368-125e-4fb08b6a9a38,db30f245-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,30-45mm SL,,,,,,,
b9f3fb6c-4626-1605-a4d3-e443da7b4243,dcb1a805-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,30-83mm SL,,,,,,,
0e4bb2dc-47ca-f2c8-a289-964b49e570e5,dcd34d5f-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,28-58mm SL,,,,,,,
199e651c-d699-1fae-e785-8c8752e9c930,dccfac96-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-41mm SL,,,,,,,
203ea842-f069-0f51-34f4-caf7aebb5570,dcade091-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,20-39mm SL,,,,,,,
86d9b835-af7e-0d8d-3c19-2607da6be6fc,db1def81-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,28-45mm SL,,,,,,,
aca9d7eb-f5b4-dffb-47c6-8a8986214af6,dc9be9ce-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,35-58mm SL,,,,,,,
6904b204-7405-06a7-214f-70882663c7b5,dc9e5036-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,33-46mm SL,,,,,,,
0e2d7de7-855f-18ba-d4d7-d5fe61e68c41,db2b6923-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,22-72mm SL,,,,,,,
a2e265ef-ec21-238a-905d-fa781d9e0586,dc9b0137-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,25-35mm SL,,,,,,,
72d6dc6d-428d-78cf-080f-4b65c91c5dc0,dcd6d1ca-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,28-70mm SL,,,,,,,
c90a4369-d380-6563-f25d-ab075922840c,db1aa121-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,25-49mm SL,,,,,,,
11cb9142-2ced-6561-f38d-85b4093c3d92,db43e941-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,30-60mm SL,,,,,,,
292723d4-42d3-4666-a504-6ccd0e80e5bf,dc9a107a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,33-58mm SL,,,,,,,
1cea788f-195e-2d6a-4c96-fc2b37f29de7,dcc77b36-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,33-57mm SL,,,,,,,
4e76d245-2af2-548c-d42c-e8c476258f1c,db825b7a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,26mm SL,,,,,,,
14f6fde8-86e6-41cf-59b3-5a5b1f82e7e2,db3b3f01-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,39mm SL,,,,,,,
85e939ca-a481-b6b5-3c63-76b5bad6da92,dca10770-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,38-62mm SL,,,,,,,
9d7e89b8-3534-f6b8-e3b9-5ab68d7f5596,dcc600ed-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,21-68mm SL,,,,,,,
54f1fddb-903c-ec74-bc70-df34182369c0,db693e95-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,46-57mm SL,,,,,,,
bd2ffde9-2676-b720-9f0b-5a1a2c940acd,db638662-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,19-60mm SL,,,,,,,
c4e96328-5f4f-0473-d944-ce42fbf8357a,dcc36090-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,53mm SL,,,,,,,
08d46007-6e76-1823-0c4d-12717f3aff83,dca63d7a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,40-60mm SL,,,,,,,
4999b0fc-f939-1253-eb45-bfa1984185f0,dca55a77-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,24-55mm SL,,,,,,,
82f8841b-0187-8ba4-8f3a-e0b19bb02919,db5e479e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,32-47mm SL,,,,,,,
eda4fb52-ecb1-9360-7f40-df7967305409,dcade455-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,20-21mm SL,,,,,,,
dde16a6d-b913-a657-8e38-85d2a5f1f0a4,dcc1fbd5-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,78mm SL,,,,,,,
983b6894-d421-4b6a-9c0d-504b86626022,db1c45cd-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,53mm SL,,,,,,,
a6b5254c-6607-24bb-6955-3ce3caf1ab06,dcd779b7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,17-26mm SL,,,,,,,
93121c06-f402-9a7d-1b79-34118302cc3a,db3b2d40-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,69mm SL,,,,,,,
857e5f88-ae94-84d8-96e1-16a4372723d3,dca30585-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,106mm SL,,,,,,,
a392b6f6-0090-d847-ef6f-3848f9a4f8f2,dcc9c28a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,54mm SL,,,,,,,
4ecd5c65-1ed1-36cb-ee31-592822f0ad6f,db842b6e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,58-82mm SL,,,,,,,
36865c5a-8835-b91d-5b02-f45850fb7b64,dca4207a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,40mm SL,,,,,,,
edb0a3e1-10d2-b478-9b31-2335dea9ddd7,db48d3c9-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,18-43mm SL,,,,,,,
31d9f7c1-7736-3a8f-6e67-4252bb3dc959,db308ffd-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,119mm SL,,,,,,,
a6f962ae-9ba9-f11a-793b-151cfe6a65b6,dca1fcc4-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,35-80mm SL,,,,,,,
2757d1ba-5c43-b15d-fc59-29b52beac854,db475a74-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,25-51mm SL,,,,,,,
2831cca0-b3b6-b087-e00a-f7345be7b5c0,dccb3822-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,25-49mm SL,,,,,,,
525cf30d-4edc-f1a3-0fbd-c46c069c5199,dcdaaf97-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,23-38mm SL,,,,,,,
f1396ef7-83f8-3afa-c54c-5e2e6d083823,dc9ee873-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,15-58mm SL,,,,,,,
5fae21fc-d0d3-4aad-2385-c53e4b641407,db88870f-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-41mm SL,,,,,,,
592cc894-27a1-f5fa-59a8-a34bb58b886e,db61d579-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,92mm SL,,,,,,,
16fec921-25e9-45d0-cdf7-5b6eaf05e106,dcc3e7bd-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,26-93mm SL,,,,,,,
3d4207ce-845c-388c-5687-301c9205d52e,dc96a980-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,19-67mm SL,,,,,,,
594b8012-8074-f5a5-34c1-5bbf1382f94b,db549e92-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,15-16mm SL,,,,,,,
4b243900-db0e-33f1-6df6-be9921954def,db525377-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,15-37mm SL,,,,,,,
f7e839c8-d0c6-1051-139f-dd141d0f9381,db65ed46-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-56mm SL,,,,,,,
6144bc97-058f-b9ca-de8e-0fae0497cc07,dccb7969-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,25-86mm SL,,,,,,,
f280cd0b-d881-e5d2-e9a9-55acfcd8d5e9,dcb38dc9-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,28-73mm SL,,,,,,,
3465dec7-d0cd-6861-7d88-291e07ae8e66,dcbeaa8b-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,35-103mm SL,,,,,,,
684be528-0779-c70f-1205-35b792b85db4,dc98dc30-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,29-79mm SL,,,,,,,
33f23081-72f3-8315-e9db-e6e341ab8dcd,db7fcb96-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,19-102mm SL,,,,,,,
25f85de1-fd6a-a041-d330-e50d052af140,dcc0e2c7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,33-43mm SL,,,,,,,
94f3f60b-6e6b-6bb5-cd8b-ce1d1e03c442,db227ba4-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,23-33mm SL,,,,,,,
14559887-ff0e-a176-c51e-1d54e9a7c089,dccc20f7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,23-65mm SL,,,,,,,
8b1ebe24-76d1-d4fa-b858-09ab22127295,dcd3bbb3-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,37-43mm SL,,,,,,,
6787d0b8-2a73-c8b0-5a0b-0900cba7ebff,db227932-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,52mm SL,,,,,,,
88f40551-d647-82b6-05e8-bc4ce84659fc,db436527-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,25-52mm SL,,,,,,,
78b8c9ce-9e4c-4c66-acd2-0b80b45fe925,db2cf729-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,32mm SL,,,,,,,
87262e0f-74bb-707f-d7ca-83ed778e2954,db4ee30f-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,18mm SL,,,,,,,
675a412a-d253-3470-69be-f8feb62f770a,dcbf6654-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,25-66mm SL,,,,,,,
62ea2f54-5f58-f5ed-a961-6658ac8ef1e4,dca228e6-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,20-68mm SL,,,,,,,
94aa91ce-35dd-4009-d94f-de5a696368a0,dcaba273-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,21-45mm SL,,,,,,,
ad6a374a-13af-a5ff-f6d4-5bb6004e384a,db3fa7b5-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,19-38mm SL,,,,,,,
a957e406-e41e-db6b-dd26-cfbb8ba49d70,dc96b032-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,18-44mm SL,,,,,,,
5686e70b-c464-65c1-8b7f-7a385bf6ad33,db860a65-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,20-36mm SL,,,,,,,
137b561d-8c0a-24b8-8522-ba20957f605b,dc93c96c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,29-63mm SL,,,,,,,
1292a557-1ff8-cf80-7f57-dbf9d9500551,db72d525-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,14-58mm SL,,,,,,,
141bc2f6-16dc-c717-3250-656374ba61e5,dcd8acd7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,19-54mm SL,,,,,,,
d6934124-90c7-7153-7821-7ec5742825d8,db592f74-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,32mm SL,,,,,,,
6f097f04-731c-c8df-05bc-006412fb7303,db510a22-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,29-42mm SL,,,,,,,
ebadc70b-4667-cda0-112e-0301de04bc96,dcc5b6cf-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,54-130mm SL,,,,,,,
3b4bc766-142e-3f71-794f-10c290b8261e,dca21a1e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,37-42mm SL,,,,,,,
ceb09f67-fbf0-267c-c162-3cbedff79e4a,dca0caf5-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,43mm SL,,,,,,,
8ecbfa36-5825-8546-4e91-126ea55047f1,db33608c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,15-32mm SL,,,,,,,
c9c1d5e9-8e6c-df39-08b2-44ff68f1ceeb,db1c286e-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,35-59mm SL,,,,,,,
89a84d47-0414-688d-9dd9-d089e8a1ee2f,dca9d3d3-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,59mm SL,,,,,,,
325af6b3-4240-0e74-16be-e2e315dc1622,db7d9828-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,29-62mm SL,,,,,,,
e27a2d1b-3755-0432-3ef6-8316fd3b0feb,db25aebd-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,36-61mm SL,,,,,,,
b3164a1f-d3c2-1d7e-9c83-33f17db6c02c,dcc078df-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,33-69mm SL,,,,,,,
7244ec95-749f-12b7-b004-787277d42564,db5264b8-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,37mm SL,,,,,,,
4ea53478-21fd-7638-ea50-f2efe68a3085,db7266b3-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,50-87mm SL,,,,,,,
b603e399-536b-cd18-66bb-94b56f312d3f,db3d87a6-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,20-42mm SL,,,,,,,
d6271870-8548-41a5-e6c7-b85037c71d30,db5ff55d-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,61-92mm SL,,,,,,,
0e057fb2-ec9b-8649-b29b-acf4910eb4e5,db3f4385-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,25-45mm SL,,,,,,,
c88316d0-d7cf-529a-ea17-9732c1477c98,db2e9634-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-65mm SL,,,,,,,
138385af-0851-098b-cadf-4b2656afe6ef,db59b571-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,165mm SL,,,,,,,
0d29658d-685c-e7e6-f17d-2382888a08cb,dca13c6a-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-82mm SL,,,,,,,
166e1d93-e79b-9ee6-0b9c-afdf589b167e,dca08bb2-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,35-79mm SL,,,,,,,
e83589ea-d652-8d63-5c06-603505b9f1b3,dc9ba436-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-47mm SL,,,,,,,
0b715635-2ca1-9ca0-91a4-08ae7e41fdd2,dcb37c12-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,21-38mm SL,,,,,,,
b57c4a93-c119-1365-4f72-cd57d942af76,dc9c7fde-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,27-34mm SL,,,,,,,
0b901f87-808a-2215-ee78-946c01c6140e,db5800e1-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,43mm SL,,,,,,,
8c7b7e30-b845-4961-1cc8-7e5483f09e59,db43cf38-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,19-58mm SL,,,,,,,
d804f3ed-8b4d-0761-1ecf-54096c4a5cc9,dca0cfcd-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-60mm SL,,,,,,,
5368b087-8c07-2f48-097c-e558a8d2e15d,dcccdb82-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,150mm SL,,,,,,,
9b76afcc-7932-bdd2-6966-4b04dd7a5e44,dcd353e0-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,36-47mm SL,,,,,,,
acb1bdca-2d68-1036-fb92-82ba4f7cf7cd,dcdb2af7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,37-56mm SL,,,,,,,
de879788-f8ea-95cf-904c-a1481af2f665,db29c1f1-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,36mm SL,,,,,,,
de8f2b0f-b84c-11e5-12e8-a12c4dae37d7,db21a3eb-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,18-21mm SL,,,,,,,
1e8200c1-c6fe-d36d-0023-79e5cf1a5853,dcc0271c-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,44-84mm SL,,,,,,,
c8de174c-668a-c08a-91bc-48f04e59b1ea,dca26bc0-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,58mm SL,,,,,,,
bfd101e5-a9b6-147f-40d1-dc40bb7763ff,db45aad5-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,31-55mm SL,,,,,,,
99a2612e-cdca-6e19-d4a1-be07522d8af6,db230716-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,35-64mm SL,,,,,,,
c504a38c-d88f-ab0b-9cee-8966100940cb,dcc266b9-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,35-76mm SL,,,,,,,
0e64ef2c-f944-6b15-0a3b-d3d4c6f5e886,db4578dc-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,35-118mm SL,,,,,,,
75b625ca-f5c8-af12-58e8-db851bd4f539,db29dd59-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,35-47mm SL,,,,,,,
60a13a2a-cbca-5d1b-2f61-f4044f3097c6,dc9c4663-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,19-43mm SL,,,,,,,
0ed58a66-d3f7-7a44-2d70-2ac8ae7be8a4,dc9473bb-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,42-86mm SL,,,,,,,
a023bfef-5e58-2379-3f81-95496a5e56a3,dcd2eea0-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,37-46mm SL,,,,,,,
5a479997-cea8-8ffe-80a2-ad0b6f379280,dccc3bf1-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,32-68mm SL,,,,,,,
7d88ec5e-8ba0-bc38-80ba-42ada14c7fac,db4911d3-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,127mm SL,,,,,,,
5477edd2-f14b-a1f2-91ee-e08d25a8445a,dcbe5bc3-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,30-84mm SL,,,,,,,
73b5a91a-fdb3-1837-cde6-38de8bcd4928,db8099a2-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,36-65mm SL,,,,,,,
4d50c059-7665-18f4-3368-36f351b3fe03,dc9df3aa-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,17-45mm SL,,,,,,,
528721f0-8a11-f4bb-207e-c4cfadc5a619,dcd913b7-1ed3-11e3-bfac-90b11c41863e,ORGANISM,,LENGTH,,,36mm SL,,,,,,,
